region,iso3,country,year,forest_area_kha,variable_type
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2020,2871.0,planted_forest
Asia,GEO,Georgia,2020,46.51,planted_forest
Europe,GGY,Guernsey,2020,0.27,planted_forest
Africa,GHA,Ghana,2020,0.0,planted_forest
Europe,GIB,Gibraltar,2020,0.0,planted_forest
Africa,GIN,Guinea,2020,0.0,planted_forest
North and Central America,GLP,Guadeloupe,2020,0.5,planted_forest
Africa,GMB,Gambia,2020,0.0,planted_forest
Africa,GNB,Guinea-Bissau,2020,0.0,planted_forest
Africa,GNQ,Equatorial Guinea,2020,0.0,planted_forest
Europe,GRC,Greece,2020,0.0,planted_forest
North and Central America,GRD,Grenada,2020,0.0,planted_forest
North and Central America,GRL,Greenland,2020,0.0,planted_forest
North and Central America,GTM,Guatemala,2020,18.01,planted_forest
South America,GUF,French Guiana,2020,0.8,planted_forest
Oceania,GUM,Guam,2020,0.0,planted_forest
South America,GUY,Guyana,2020,0.0,planted_forest
North and Central America,HND,Honduras,2020,0.31,planted_forest
Europe,HRV,Croatia,2020,0.0,planted_forest
North and Central America,HTI,Haiti,2020,0.0,planted_forest
Europe,HUN,Hungary,2020,652.27,planted_forest
Asia,IDN,Indonesia,2020,0.0,planted_forest
Europe,IMN,Isle of Man,2020,0.66,planted_forest
Asia,IND,India,2020,3183.48,planted_forest
Europe,IRL,Ireland,2020,0.0,planted_forest
Asia,IRN,Iran (Islamic Republic of),2020,150.51,planted_forest
Asia,IRQ,Iraq,2020,15.02,planted_forest
Europe,ISL,Iceland,2020,44.87,planted_forest
Asia,ISR,Israel,2020,85.0,planted_forest
Europe,ITA,Italy,2020,505.71,planted_forest
North and Central America,JAM,Jamaica,2020,0.0,planted_forest
Europe,JEY,Jersey,2020,,planted_forest
Asia,JOR,Jordan,2020,29.84,planted_forest
Asia,JPN,Japan,2020,10120.0,planted_forest
Asia,KAZ,Kazakhstan,2020,422.4,planted_forest
Africa,KEN,Kenya,2020,3.62,planted_forest
Asia,KGZ,Kyrgyzstan,2020,85.95,planted_forest
Asia,KHM,Cambodia,2020,0.0,planted_forest
Oceania,KIR,Kiribati,2020,,planted_forest
North and Central America,KNA,Saint Kitts and Nevis,2020,0.0,planted_forest
Asia,KOR,Republic of Korea,2020,0.0,planted_forest
Asia,KWT,Kuwait,2020,6.3,planted_forest
Asia,LAO,Lao People's Democratic Republic,2020,0.0,planted_forest
Asia,LBN,Lebanon,2020,0.35,planted_forest
Africa,LBR,Liberia,2020,0.0,planted_forest
Africa,LBY,Libya,2020,10.35,planted_forest
North and Central America,LCA,Saint Lucia,2020,0.0,planted_forest
Europe,LIE,Liechtenstein,2020,0.0,planted_forest
Asia,LKA,Sri Lanka,2020,0.0,planted_forest
Africa,LSO,Lesotho,2020,3.35,planted_forest
Europe,LTU,Lithuania,2020,585.78,planted_forest
Europe,LUX,Luxembourg,2020,30.0,planted_forest
Europe,LVA,Latvia,2020,505.66,planted_forest
North and Central America,MAF,Saint Martin (French Part),2020,0.0,planted_forest
Africa,MAR,Morocco,2020,143.62,planted_forest
Europe,MCO,Monaco,2020,0.0,planted_forest
Europe,MDA,Republic of Moldova,2020,211.2,planted_forest
Africa,MDG,Madagascar,2020,0.0,planted_forest
Asia,MDV,Maldives,2020,0.0,planted_forest
North and Central America,MEX,Mexico,2020,5.45,planted_forest
Oceania,MHL,Marshall Islands,2020,3.08,planted_forest
Europe,MKD,North Macedonia,2020,,planted_forest
Africa,MLI,Mali,2020,490.97,planted_forest
Europe,MLT,Malta,2020,0.0,planted_forest
Asia,MMR,Myanmar,2020,0.0,planted_forest
Europe,MNE,Montenegro,2020,0.0,planted_forest
Asia,MNG,Mongolia,2020,7.91,planted_forest
Oceania,MNP,Northern Mariana Islands,2020,0.0,planted_forest
Africa,MOZ,Mozambique,2020,0.0,planted_forest
Africa,MRT,Mauritania,2020,359.92,planted_forest
North and Central America,MSR,Montserrat,2020,0.0,planted_forest
North and Central America,MTQ,Martinique,2020,2.7,planted_forest
Africa,MUS,Mauritius,2020,0.0,planted_forest
Africa,MWI,Malawi,2020,0.0,planted_forest
Asia,MYS,Malaysia,2020,1139.14,planted_forest
Africa,MYT,Mayotte,2020,0.6,planted_forest
Africa,NAM,Namibia,2020,0.0,planted_forest
Oceania,NCL,New Caledonia,2020,0.0,planted_forest
Africa,NER,Niger,2020,0.0,planted_forest
Oceania,NFK,Norfolk Island,2020,0.0,planted_forest
Africa,NGA,Nigeria,2020,0.0,planted_forest
North and Central America,NIC,Nicaragua,2020,0.0,planted_forest
Oceania,NIU,Niue,2020,0.0,planted_forest
Europe,NLD,Netherlands (Kingdom of the),2020,321.83,planted_forest
Europe,NOR,Norway,2020,0.0,planted_forest
Asia,NPL,Nepal,2020,0.0,planted_forest
Oceania,NRU,Nauru,2020,0.0,planted_forest
Oceania,NZL,New Zealand,2020,0.0,planted_forest
Asia,OMN,Oman,2020,0.03,planted_forest
Asia,PAK,Pakistan,2020,0.0,planted_forest
North and Central America,PAN,Panama,2020,0.0,planted_forest
Oceania,PCN,Pitcairn,2020,,planted_forest
South America,PER,Peru,2020,0.0,planted_forest
Asia,PHL,Philippines,2020,0.0,planted_forest
Oceania,PLW,Palau,2020,4.14,planted_forest
Oceania,PNG,Papua New Guinea,2020,0.0,planted_forest
Europe,POL,Poland,2020,7378.5,planted_forest
North and Central America,PRI,Puerto Rico,2020,0.0,planted_forest
Asia,PRK,Democratic People's Republic of Korea,2020,0.0,planted_forest
Europe,PRT,Portugal,2020,1692.16,planted_forest
South America,PRY,Paraguay,2020,0.0,planted_forest
Asia,PSE,Palestine,2020,1.34,planted_forest
Oceania,PYF,French Polynesia,2020,3.25,planted_forest
Asia,QAT,Qatar,2020,0.07,planted_forest
Africa,REU,Réunion,2020,5.38,planted_forest
Europe,ROU,Romania,2020,895.07,planted_forest
Europe,RUS,Russian Federation,2020,20623.0,planted_forest
Africa,RWA,Rwanda,2020,0.0,planted_forest
Asia,SAU,Saudi Arabia,2020,68.09,planted_forest
Africa,SDN,Sudan,2020,0.0,planted_forest
Africa,SEN,Senegal,2020,24.25,planted_forest
Asia,SGP,Singapore,2020,0.0,planted_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2020,0.0,planted_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2020,0.0,planted_forest
Oceania,SLB,Solomon Islands,2020,0.0,planted_forest
Africa,SLE,Sierra Leone,2020,0.0,planted_forest
North and Central America,SLV,El Salvador,2020,0.0,planted_forest
Europe,SMR,San Marino,2020,0.0,planted_forest
Africa,SOM,Somalia,2020,4.0,planted_forest
North and Central America,SPM,Saint Pierre and Miquelon,2020,0.0,planted_forest
Europe,SRB,Serbia,2020,181.51,planted_forest
Africa,SSD,South Sudan,2020,0.0,planted_forest
Africa,STP,Sao Tome and Principe,2020,0.0,planted_forest
South America,SUR,Suriname,2020,14.15,planted_forest
Europe,SVK,Slovakia,2020,764.09,planted_forest
Europe,SVN,Slovenia,2020,33.09,planted_forest
Europe,SWE,Sweden,2020,8157.0,planted_forest
Africa,SWZ,Eswatini,2020,0.0,planted_forest
North and Central America,SXM,Sint Maarten (Dutch part),2020,0.0,planted_forest
Africa,SYC,Seychelles,2020,0.0,planted_forest
Asia,SYR,Syrian Arab Republic,2020,294.81,planted_forest
North and Central America,TCA,Turks and Caicos Islands,2020,0.0,planted_forest
Africa,TCD,Chad,2020,19.8,planted_forest
Africa,TGO,Togo,2020,12.14,planted_forest
Asia,THA,Thailand,2020,0.0,planted_forest
Asia,TJK,Tajikistan,2020,36.29,planted_forest
Oceania,TKL,Tokelau,2020,0.0,planted_forest
Asia,TKM,Turkmenistan,2020,0.0,planted_forest
Asia,TLS,Timor-Leste,2020,0.0,planted_forest
Oceania,TON,Tonga,2020,0.0,planted_forest
North and Central America,TTO,Trinidad and Tobago,2020,27.71,planted_forest
Africa,TUN,Tunisia,2020,93.42,planted_forest
Asia,TUR,Türkiye,2020,0.0,planted_forest
Oceania,TUV,Tuvalu,2020,0.0,planted_forest
Africa,TZA,United Republic of Tanzania,2020,0.0,planted_forest
Africa,UGA,Uganda,2020,0.0,planted_forest
Europe,UKR,Ukraine,2020,4478.0,planted_forest
South America,URY,Uruguay,2020,0.0,planted_forest
North and Central America,USA,United States of America,2020,13227.0,planted_forest
Asia,UZB,Uzbekistan,2020,808.24,planted_forest
Europe,VAT,Holy See,2020,0.0,planted_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2020,0.5,planted_forest
South America,VEN,Venezuela (Bolivarian Republic of),2020,0.0,planted_forest
North and Central America,VGB,British Virgin Islands,2020,0.0,planted_forest
North and Central America,VIR,United States Virgin Islands,2020,0.0,planted_forest
Asia,VNM,Viet Nam,2020,0.0,planted_forest
Oceania,VUT,Vanuatu,2020,0.0,planted_forest
Oceania,WLF,Wallis and Futuna Islands,2020,0.38,planted_forest
Oceania,WSM,Samoa,2020,17.72,planted_forest
Asia,YEM,Yemen,2020,164.7,planted_forest
Africa,ZAF,South Africa,2020,461.9,planted_forest
Africa,ZMB,Zambia,2020,4.54,planted_forest
Africa,ZWE,Zimbabwe,2020,0.0,planted_forest
North and Central America,ABW,Aruba,2025,0.0,planted_forest
Asia,AFG,Afghanistan,2025,0.0,planted_forest
Africa,AGO,Angola,2025,0.0,planted_forest
North and Central America,AIA,Anguilla,2025,,planted_forest
Europe,ALB,Albania,2025,,planted_forest
Europe,AND,Andorra,2025,0.0,planted_forest
Asia,ARE,United Arab Emirates,2025,13.61,planted_forest
South America,ARG,Argentina,2025,0.0,planted_forest
Asia,ARM,Armenia,2025,150.19,planted_forest
Oceania,ASM,American Samoa,2025,0.0,planted_forest
North and Central America,ATG,Antigua and Barbuda,2025,0.0,planted_forest
Oceania,AUS,Australia,2025,341.1,planted_forest
Europe,AUT,Austria,2025,1313.1,planted_forest
Asia,AZE,Azerbaijan,2025,285.09,planted_forest
Africa,BDI,Burundi,2025,0.0,planted_forest
Europe,BEL,Belgium,2025,140.28,planted_forest
Africa,BEN,Benin,2025,8.99,planted_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2025,0.0,planted_forest
Africa,BFA,Burkina Faso,2025,3.45,planted_forest
Asia,BGD,Bangladesh,2025,0.0,planted_forest
Europe,BGR,Bulgaria,2025,734.0,planted_forest
Asia,BHR,Bahrain,2025,4.31,planted_forest
North and Central America,BHS,Bahamas,2025,0.0,planted_forest
Europe,BIH,Bosnia and Herzegovina,2025,112.61,planted_forest
North and Central America,BLM,Saint Barthélemy,2025,0.0,planted_forest
Europe,BLR,Belarus,2025,2259.11,planted_forest
North and Central America,BLZ,Belize,2025,0.0,planted_forest
North and Central America,BMU,Bermuda,2025,,planted_forest
South America,BOL,Bolivia (Plurinational State of),2025,46.28,planted_forest
South America,BRA,Brazil,2025,0.0,planted_forest
North and Central America,BRB,Barbados,2025,0.0,planted_forest
Asia,BRN,Brunei Darussalam,2025,0.0,planted_forest
Asia,BTN,Bhutan,2025,0.0,planted_forest
Africa,BWA,Botswana,2025,0.0,planted_forest
Africa,CAF,Central African Republic,2025,0.0,planted_forest
North and Central America,CAN,Canada,2025,20707.61,planted_forest
Europe,CHE,Switzerland,2025,159.78,planted_forest
South America,CHL,Chile,2025,0.0,planted_forest
Asia,CHN,China,2025,25003.0,planted_forest
Africa,CIV,Côte d'Ivoire,2025,0.0,planted_forest
Africa,CMR,Cameroon,2025,60.0,planted_forest
Africa,COD,Democratic Republic of the Congo,2025,115.32,planted_forest
Africa,COG,Congo,2025,5.0,planted_forest
Oceania,COK,Cook Islands,2025,0.0,planted_forest
South America,COL,Colombia,2025,0.0,planted_forest
Africa,COM,Comoros,2025,1.0,planted_forest
Africa,CPV,Cabo Verde,2025,37.38,planted_forest
North and Central America,CRI,Costa Rica,2025,0.0,planted_forest
North and Central America,CUB,Cuba,2025,315.73,planted_forest
North and Central America,CUW,Curaçao,2025,0.0,planted_forest
North and Central America,CYM,Cayman Islands,2025,0.0,planted_forest
Asia,CYP,Cyprus,2025,32.87,planted_forest
Europe,CZE,Czechia,2025,2403.58,planted_forest
Europe,DEU,Germany,2025,5740.7,planted_forest
Africa,DJI,Djibouti,2025,0.31,planted_forest
North and Central America,DMA,Dominica,2025,0.0,planted_forest
Europe,DNK,Denmark,2025,184.54,planted_forest
North and Central America,DOM,Dominican Republic,2025,136.09,planted_forest
Africa,DZA,Algeria,2025,272.64,planted_forest
South America,ECU,Ecuador,2025,0.0,planted_forest
Africa,EGY,Egypt,2025,3.41,planted_forest
Africa,ERI,Eritrea,2025,10.0,planted_forest
Africa,ESH,Western Sahara,2025,0.0,planted_forest
Europe,ESP,Spain,2025,1773.51,planted_forest
Europe,EST,Estonia,2025,248.69,planted_forest
Africa,ETH,Ethiopia,2025,,planted_forest
Europe,FIN,Finland,2025,7806.64,planted_forest
Oceania,FJI,Fiji,2025,0.0,planted_forest
South America,FLK,Falkland Islands (Malvinas),2025,0.0,planted_forest
Europe,FRA,France,2025,2356.0,planted_forest
Europe,FRO,Faroe Islands,2025,0.0,planted_forest
Oceania,FSM,Micronesia (Federated States of),2025,0.0,planted_forest
Africa,GAB,Gabon,2025,0.0,planted_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2025,2934.0,planted_forest
Asia,GEO,Georgia,2025,46.51,planted_forest
Europe,GGY,Guernsey,2025,0.27,planted_forest
Africa,GHA,Ghana,2025,0.0,planted_forest
Europe,GIB,Gibraltar,2025,0.0,planted_forest
Africa,GIN,Guinea,2025,0.0,planted_forest
North and Central America,GLP,Guadeloupe,2025,0.5,planted_forest
Africa,GMB,Gambia,2025,0.0,planted_forest
Africa,GNB,Guinea-Bissau,2025,0.0,planted_forest
Africa,GNQ,Equatorial Guinea,2025,0.0,planted_forest
Europe,GRC,Greece,2025,0.0,planted_forest
North and Central America,GRD,Grenada,2025,0.0,planted_forest
North and Central America,GRL,Greenland,2025,0.0,planted_forest
North and Central America,GTM,Guatemala,2025,133.27,planted_forest
South America,GUF,French Guiana,2025,0.8,planted_forest
Oceania,GUM,Guam,2025,0.0,planted_forest
South America,GUY,Guyana,2025,0.0,planted_forest
North and Central America,HND,Honduras,2025,0.47,planted_forest
Europe,HRV,Croatia,2025,0.0,planted_forest
North and Central America,HTI,Haiti,2025,0.0,planted_forest
Europe,HUN,Hungary,2025,671.86,planted_forest
Asia,IDN,Indonesia,2025,0.0,planted_forest
Europe,IMN,Isle of Man,2025,0.66,planted_forest
Asia,IND,India,2025,3233.19,planted_forest
Europe,IRL,Ireland,2025,0.0,planted_forest
Asia,IRN,Iran (Islamic Republic of),2025,150.51,planted_forest
Asia,IRQ,Iraq,2025,17.25,planted_forest
Europe,ISL,Iceland,2025,49.47,planted_forest
Asia,ISR,Israel,2025,100.0,planted_forest
Europe,ITA,Italy,2025,498.23,planted_forest
North and Central America,JAM,Jamaica,2025,0.0,planted_forest
Europe,JEY,Jersey,2025,,planted_forest
Asia,JOR,Jordan,2025,29.86,planted_forest
Asia,JPN,Japan,2025,10077.0,planted_forest
Asia,KAZ,Kazakhstan,2025,430.91,planted_forest
Africa,KEN,Kenya,2025,3.62,planted_forest
Asia,KGZ,Kyrgyzstan,2025,85.95,planted_forest
Asia,KHM,Cambodia,2025,0.0,planted_forest
Oceania,KIR,Kiribati,2025,,planted_forest
North and Central America,KNA,Saint Kitts and Nevis,2025,0.0,planted_forest
Asia,KOR,Republic of Korea,2025,0.0,planted_forest
Asia,KWT,Kuwait,2025,6.3,planted_forest
Asia,LAO,Lao People's Democratic Republic,2025,0.0,planted_forest
Asia,LBN,Lebanon,2025,0.35,planted_forest
Africa,LBR,Liberia,2025,0.0,planted_forest
Africa,LBY,Libya,2025,10.26,planted_forest
North and Central America,LCA,Saint Lucia,2025,0.0,planted_forest
Europe,LIE,Liechtenstein,2025,0.0,planted_forest
Asia,LKA,Sri Lanka,2025,0.0,planted_forest
Africa,LSO,Lesotho,2025,3.35,planted_forest
Europe,LTU,Lithuania,2025,589.55,planted_forest
Europe,LUX,Luxembourg,2025,30.0,planted_forest
Europe,LVA,Latvia,2025,522.8,planted_forest
North and Central America,MAF,Saint Martin (French Part),2025,0.0,planted_forest
Africa,MAR,Morocco,2025,146.7,planted_forest
Europe,MCO,Monaco,2025,0.0,planted_forest
Europe,MDA,Republic of Moldova,2025,209.6,planted_forest
Africa,MDG,Madagascar,2025,0.0,planted_forest
Asia,MDV,Maldives,2025,0.0,planted_forest
North and Central America,MEX,Mexico,2025,5.45,planted_forest
Oceania,MHL,Marshall Islands,2025,3.08,planted_forest
Europe,MKD,North Macedonia,2025,,planted_forest
Africa,MLI,Mali,2025,527.33,planted_forest
Europe,MLT,Malta,2025,0.0,planted_forest
Asia,MMR,Myanmar,2025,0.0,planted_forest
Europe,MNE,Montenegro,2025,0.0,planted_forest
Asia,MNG,Mongolia,2025,7.91,planted_forest
Oceania,MNP,Northern Mariana Islands,2025,0.0,planted_forest
Africa,MOZ,Mozambique,2025,0.0,planted_forest
Africa,MRT,Mauritania,2025,403.66,planted_forest
North and Central America,MSR,Montserrat,2025,0.0,planted_forest
North and Central America,MTQ,Martinique,2025,2.7,planted_forest
Africa,MUS,Mauritius,2025,0.0,planted_forest
Africa,MWI,Malawi,2025,0.0,planted_forest
Asia,MYS,Malaysia,2025,1139.14,planted_forest
Africa,MYT,Mayotte,2025,0.74,planted_forest
Africa,NAM,Namibia,2025,0.0,planted_forest
Oceania,NCL,New Caledonia,2025,0.0,planted_forest
Africa,NER,Niger,2025,0.0,planted_forest
Oceania,NFK,Norfolk Island,2025,0.0,planted_forest
Africa,NGA,Nigeria,2025,0.0,planted_forest
North and Central America,NIC,Nicaragua,2025,0.0,planted_forest
Oceania,NIU,Niue,2025,0.0,planted_forest
Europe,NLD,Netherlands (Kingdom of the),2025,323.82,planted_forest
Europe,NOR,Norway,2025,0.0,planted_forest
Asia,NPL,Nepal,2025,0.0,planted_forest
Oceania,NRU,Nauru,2025,0.0,planted_forest
Oceania,NZL,New Zealand,2025,0.0,planted_forest
Asia,OMN,Oman,2025,0.03,planted_forest
Asia,PAK,Pakistan,2025,0.0,planted_forest
North and Central America,PAN,Panama,2025,0.0,planted_forest
Oceania,PCN,Pitcairn,2025,,planted_forest
South America,PER,Peru,2025,0.0,planted_forest
Asia,PHL,Philippines,2025,0.0,planted_forest
Oceania,PLW,Palau,2025,4.18,planted_forest
Oceania,PNG,Papua New Guinea,2025,0.0,planted_forest
Europe,POL,Poland,2025,7402.7,planted_forest
North and Central America,PRI,Puerto Rico,2025,0.0,planted_forest
Asia,PRK,Democratic People's Republic of Korea,2025,0.0,planted_forest
Europe,PRT,Portugal,2025,1708.72,planted_forest
South America,PRY,Paraguay,2025,0.0,planted_forest
Asia,PSE,Palestine,2025,1.34,planted_forest
Oceania,PYF,French Polynesia,2025,3.25,planted_forest
Asia,QAT,Qatar,2025,0.07,planted_forest
Africa,REU,Réunion,2025,5.38,planted_forest
Europe,ROU,Romania,2025,676.44,planted_forest
Europe,RUS,Russian Federation,2025,20797.38,planted_forest
Africa,RWA,Rwanda,2025,0.0,planted_forest
Asia,SAU,Saudi Arabia,2025,75.59,planted_forest
Africa,SDN,Sudan,2025,0.0,planted_forest
Africa,SEN,Senegal,2025,33.4,planted_forest
Asia,SGP,Singapore,2025,0.0,planted_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2025,0.0,planted_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2025,0.0,planted_forest
Oceania,SLB,Solomon Islands,2025,0.0,planted_forest
Africa,SLE,Sierra Leone,2025,0.0,planted_forest
North and Central America,SLV,El Salvador,2025,0.0,planted_forest
Europe,SMR,San Marino,2025,0.0,planted_forest
Africa,SOM,Somalia,2025,4.0,planted_forest
North and Central America,SPM,Saint Pierre and Miquelon,2025,0.01,planted_forest
Europe,SRB,Serbia,2025,191.54,planted_forest
Africa,SSD,South Sudan,2025,0.0,planted_forest
Africa,STP,Sao Tome and Principe,2025,0.0,planted_forest
South America,SUR,Suriname,2025,14.15,planted_forest
Europe,SVK,Slovakia,2025,767.87,planted_forest
Europe,SVN,Slovenia,2025,38.17,planted_forest
Europe,SWE,Sweden,2025,8428.0,planted_forest
Africa,SWZ,Eswatini,2025,0.0,planted_forest
North and Central America,SXM,Sint Maarten (Dutch part),2025,0.0,planted_forest
Africa,SYC,Seychelles,2025,0.0,planted_forest
Asia,SYR,Syrian Arab Republic,2025,294.81,planted_forest
North and Central America,TCA,Turks and Caicos Islands,2025,0.0,planted_forest
Africa,TCD,Chad,2025,21.0,planted_forest
Africa,TGO,Togo,2025,17.14,planted_forest
Asia,THA,Thailand,2025,0.0,planted_forest
Asia,TJK,Tajikistan,2025,36.42,planted_forest
Oceania,TKL,Tokelau,2025,0.0,planted_forest
Asia,TKM,Turkmenistan,2025,0.0,planted_forest
Asia,TLS,Timor-Leste,2025,0.0,planted_forest
Oceania,TON,Tonga,2025,0.0,planted_forest
North and Central America,TTO,Trinidad and Tobago,2025,27.71,planted_forest
Africa,TUN,Tunisia,2025,89.41,planted_forest
Asia,TUR,Türkiye,2025,0.0,planted_forest
Oceania,TUV,Tuvalu,2025,0.0,planted_forest
Africa,TZA,United Republic of Tanzania,2025,0.0,planted_forest
Africa,UGA,Uganda,2025,0.0,planted_forest
Europe,UKR,Ukraine,2025,4478.0,planted_forest
South America,URY,Uruguay,2025,0.0,planted_forest
North and Central America,USA,United States of America,2025,13051.0,planted_forest
Asia,UZB,Uzbekistan,2025,828.0,planted_forest
